cur_datetime,UWG_canTemp_K,senWaste,UWG_forcPres_Pa,WallshadeT,WalllitT,RoofT,
2004-06-01 02:40:00,288.160,0.000,99686.667,291.125,290.449,288.883,
2004-06-01 02:45:00,288.186,0.000,99686.667,291.127,290.454,288.877,
2004-06-01 02:50:00,288.193,0.000,99686.667,291.126,290.458,288.883,
2004-06-01 02:55:00,288.196,0.000,99686.667,291.125,290.460,288.889,
2004-06-01 03:00:00,288.198,0.000,99686.667,291.122,290.461,288.895,
2004-06-01 03:05:00,288.200,0.000,99677.167,291.116,290.460,288.878,
2004-06-01 03:10:00,288.202,0.000,99677.167,291.110,290.457,288.865,
2004-06-01 03:15:00,288.207,0.000,99677.167,291.104,290.454,288.853,
2004-06-01 03:20:00,288.211,0.000,99677.167,291.097,290.451,288.841,
2004-06-01 03:25:00,288.214,0.000,99677.167,291.089,290.448,288.829,
2004-06-01 03:30:00,288.216,0.000,99677.167,291.082,290.443,288.813,
2004-06-01 03:35:00,288.218,0.000,99677.167,291.074,290.439,288.798,
2004-06-01 03:40:00,288.219,0.000,99677.167,291.065,290.434,288.783,
2004-06-01 03:45:00,288.221,0.000,99677.167,291.057,290.429,288.767,
2004-06-01 03:50:00,288.222,0.000,99677.167,291.048,290.424,288.751,
2004-06-01 03:55:00,288.223,0.000,99677.167,291.040,290.419,288.735,
2004-06-01 04:00:00,288.224,0.000,99677.167,291.031,290.413,288.718,
2004-06-01 04:05:00,288.224,0.000,99687.667,291.020,290.405,288.687,
2004-06-01 04:10:00,288.225,0.000,99687.667,291.009,290.397,288.654,
2004-06-01 04:15:00,288.224,0.000,99687.667,290.997,290.389,288.621,
2004-06-01 04:20:00,288.224,0.000,99687.667,290.985,290.380,288.588,
2004-06-01 04:25:00,288.223,0.000,99687.667,290.973,290.371,288.555,
2004-06-01 04:30:00,288.223,0.000,99687.667,290.961,290.362,288.516,
2004-06-01 04:35:00,288.223,0.000,99687.667,290.949,290.353,288.477,
2004-06-01 04:40:00,288.223,0.000,99687.667,290.936,290.343,288.438,
2004-06-01 04:45:00,288.222,0.000,99687.667,290.924,290.333,288.399,
2004-06-01 04:50:00,288.222,0.000,99687.667,290.911,290.323,288.355,
2004-06-01 04:55:00,288.221,0.000,99687.667,290.898,290.313,288.311,
2004-06-01 05:00:00,288.221,0.000,99687.667,290.885,290.303,288.268,
2004-06-01 05:05:00,288.232,25.495,99687.667,290.871,290.292,288.252,
2004-06-01 05:10:00,288.280,25.861,99687.667,290.863,290.287,288.240,
2004-06-01 05:15:00,288.044,24.049,99687.667,290.802,290.231,288.191,
2004-06-01 05:20:00,287.959,11.691,99687.667,290.763,290.197,288.162,
2004-06-01 05:25:00,287.911,11.499,99687.667,290.732,290.170,288.136,
2004-06-01 05:30:00,288.121,12.321,99687.667,290.760,290.200,288.190,
2004-06-01 05:35:00,288.175,12.531,99687.667,290.758,290.201,288.223,
2004-06-01 05:40:00,288.187,12.577,99687.667,290.758,290.205,288.250,
2004-06-01 05:45:00,288.192,12.595,99687.667,290.756,290.208,288.276,
2004-06-01 05:50:00,288.195,12.605,99687.667,290.756,290.211,288.329,
2004-06-01 05:55:00,288.197,12.615,99687.667,290.756,290.215,288.382,
2004-06-01 06:00:00,288.199,12.624,99687.667,290.756,290.219,288.434,
2004-06-01 06:05:00,288.219,26.390,99707.500,290.761,290.227,288.489,
2004-06-01 06:10:00,288.255,26.672,99707.500,290.770,290.240,288.562,
2004-06-01 06:15:00,288.073,12.620,99707.500,290.747,290.195,288.597,
2004-06-01 06:20:00,288.002,12.336,99707.500,290.730,290.182,288.651,
2004-06-01 06:25:00,288.216,13.181,99707.500,290.774,290.230,288.752,
2004-06-01 06:30:00,288.271,13.398,99707.500,290.788,290.251,288.838,
2004-06-01 06:35:00,288.289,13.467,99707.500,290.807,290.276,288.963,
2004-06-01 06:40:00,288.300,13.511,99707.500,290.827,290.304,289.086,
2004-06-01 06:45:00,288.310,13.547,99707.500,290.847,290.331,289.209,
2004-06-01 06:50:00,288.318,13.580,99707.500,290.868,290.362,289.356,
2004-06-01 06:55:00,288.326,13.610,99707.500,290.890,290.392,289.501,
2004-06-01 07:00:00,288.333,13.637,99707.500,290.912,290.423,289.646,
2004-06-01 07:05:00,288.351,28.997,99725.500,290.952,290.477,289.803,
2004-06-01 07:10:00,288.404,29.409,99725.500,291.004,290.540,289.990,
2004-06-01 07:15:00,288.274,14.193,99725.500,291.015,290.556,290.145,
2004-06-01 07:20:00,288.221,13.981,99725.500,291.046,290.592,290.316,
2004-06-01 07:25:00,288.244,14.074,99725.500,291.094,290.645,290.503,
2004-06-01 07:30:00,288.275,14.198,99725.500,291.147,290.716,290.712,
2004-06-01 07:35:00,288.313,14.349,99725.500,291.203,290.805,290.936,
2004-06-01 07:40:00,288.352,14.500,99725.500,291.265,290.909,291.163,
2004-06-01 07:45:00,288.389,14.647,99725.500,291.326,290.988,291.392,
2004-06-01 07:50:00,288.424,14.782,99725.500,291.393,291.074,291.651,
2004-06-01 07:55:00,288.456,14.909,99725.500,291.459,291.172,291.913,
2004-06-01 08:00:00,288.487,15.026,99725.500,291.529,291.288,292.177,
2004-06-01 08:05:00,288.515,16.215,99768.333,291.571,291.425,292.435,
2004-06-01 08:10:00,288.554,16.370,99768.333,291.633,291.522,292.719,
2004-06-01 08:15:00,288.587,16.497,99768.333,291.694,291.695,293.002,
2004-06-01 08:20:00,288.637,16.696,99768.333,291.759,291.874,293.289,
2004-06-01 08:25:00,288.697,16.929,99768.333,291.827,291.985,293.578,
2004-06-01 08:30:00,288.760,17.174,99768.333,291.898,292.138,293.890,
2004-06-01 08:35:00,288.825,17.423,99768.333,291.971,292.272,294.195,
2004-06-01 08:40:00,288.887,17.658,99768.333,292.045,292.380,294.498,
2004-06-01 08:45:00,288.946,17.878,99768.333,292.119,292.605,294.801,
2004-06-01 08:50:00,289.002,18.088,99768.333,292.194,292.744,295.120,
2004-06-01 08:55:00,289.053,18.274,99768.333,292.268,292.854,295.438,
2004-06-01 09:00:00,289.099,18.445,99768.333,292.343,292.957,295.755,
2004-06-01 09:05:00,289.127,20.315,99772.167,292.415,293.055,296.075,
2004-06-01 09:10:00,289.182,20.526,99772.167,292.493,293.150,296.412,
2004-06-01 09:15:00,289.236,20.729,99772.167,292.570,293.243,296.749,
2004-06-01 09:20:00,289.323,21.049,99772.167,292.655,293.337,297.090,
2004-06-01 09:25:00,289.428,21.436,99772.167,292.795,293.324,297.424,
2004-06-01 09:30:00,289.543,21.848,99772.167,292.898,293.412,297.782,
2004-06-01 09:35:00,289.660,22.261,99772.167,292.939,293.593,298.131,
2004-06-01 09:40:00,289.774,22.653,99772.167,293.027,293.684,298.471,
2004-06-01 09:45:00,289.879,23.012,99772.167,293.114,293.772,298.810,
2004-06-01 09:50:00,289.978,23.342,99772.167,293.201,293.853,299.158,
2004-06-01 09:55:00,290.068,23.648,99772.167,293.286,293.931,299.506,
2004-06-01 10:00:00,290.152,23.927,99772.167,293.371,294.002,299.853,
2004-06-01 10:05:00,290.228,25.910,99774.167,293.443,294.061,300.155,
2004-06-01 10:10:00,290.310,26.174,99774.167,293.515,294.113,300.457,
2004-06-01 10:15:00,290.415,26.510,99774.167,293.593,294.169,300.762,
2004-06-01 10:20:00,290.560,26.965,99774.167,293.678,294.226,301.073,
2004-06-01 10:25:00,290.724,27.480,99774.167,293.767,294.287,301.387,
2004-06-01 10:30:00,290.891,27.998,99774.167,293.859,294.345,301.690,
2004-06-01 10:35:00,291.050,28.481,99774.167,293.948,294.394,301.964,
2004-06-01 10:40:00,291.196,28.917,99774.167,294.036,294.438,302.236,
2004-06-01 10:45:00,291.330,29.306,99774.167,294.122,294.479,302.504,
2004-06-01 10:50:00,291.450,29.651,99774.167,294.205,294.513,302.755,
2004-06-01 10:55:00,291.558,29.955,99774.167,294.286,294.544,303.003,
2004-06-01 11:00:00,291.655,30.225,99774.167,294.363,294.568,303.247,
2004-06-01 11:05:00,291.741,30.304,99767.833,294.453,294.608,303.566,
2004-06-01 11:10:00,291.823,30.527,99767.833,294.589,294.674,303.875,
2004-06-01 11:15:00,291.896,30.725,99767.833,294.738,294.717,304.184,
2004-06-01 11:20:00,291.980,30.949,99767.833,294.811,294.859,304.496,
2004-06-01 11:25:00,292.071,31.188,99767.833,294.886,295.003,304.810,
2004-06-01 11:30:00,292.162,31.428,99767.833,294.965,295.157,305.140,
2004-06-01 11:35:00,292.251,31.658,99767.833,295.038,295.304,305.443,
2004-06-01 11:40:00,292.335,31.872,99767.833,295.114,295.457,305.747,
2004-06-01 11:45:00,292.413,32.070,99767.833,295.187,295.609,306.050,
2004-06-01 11:50:00,292.485,32.251,99767.833,295.261,295.764,306.355,
2004-06-01 11:55:00,292.551,32.416,99767.833,295.334,295.918,306.661,
2004-06-01 12:00:00,292.612,32.566,99767.833,295.406,296.075,306.966,
2004-06-01 12:05:00,292.668,33.383,99749.000,295.469,296.219,307.215,
2004-06-01 12:10:00,292.724,33.520,99749.000,295.532,296.365,307.457,
2004-06-01 12:15:00,292.789,33.676,99749.000,295.596,296.513,307.701,
2004-06-01 12:20:00,292.877,33.886,99749.000,295.664,296.666,307.948,
2004-06-01 12:25:00,292.979,34.130,99749.000,295.735,296.821,308.197,
2004-06-01 12:30:00,293.087,34.384,99749.000,295.808,296.980,308.426,
2004-06-01 12:35:00,293.194,34.632,99749.000,295.876,297.129,308.627,
2004-06-01 12:40:00,293.296,34.872,99749.000,295.943,297.277,308.828,
2004-06-01 12:45:00,293.391,35.096,99749.000,296.008,297.424,309.027,
2004-06-01 12:50:00,293.479,35.301,99749.000,296.072,297.569,309.203,
2004-06-01 12:55:00,293.560,35.488,99749.000,296.134,297.711,309.378,
2004-06-01 13:00:00,293.633,35.658,99749.000,296.193,297.850,309.551,
2004-06-01 13:05:00,293.701,35.136,99708.833,296.251,297.987,309.718,
2004-06-01 13:10:00,293.761,35.275,99708.833,296.305,298.121,309.861,
2004-06-01 13:15:00,293.835,35.441,99708.833,296.362,298.256,310.006,
2004-06-01 13:20:00,293.925,35.647,99708.833,296.421,298.393,310.154,
2004-06-01 13:25:00,294.029,35.879,99708.833,296.483,298.532,310.304,
2004-06-01 13:30:00,294.137,36.120,99708.833,296.547,298.672,310.435,
2004-06-01 13:35:00,294.243,36.354,99708.833,296.605,298.798,310.537,
2004-06-01 13:40:00,294.343,36.574,99708.833,296.661,298.921,310.638,
2004-06-01 13:45:00,294.437,36.778,99708.833,296.716,299.042,310.738,
2004-06-01 13:50:00,294.523,36.964,99708.833,296.768,299.158,310.813,
2004-06-01 13:55:00,294.602,37.135,99708.833,296.819,299.271,310.887,
2004-06-01 14:00:00,294.674,37.290,99708.833,296.867,299.378,310.960,
2004-06-01 14:05:00,294.746,36.828,99684.833,296.906,299.459,310.940,
2004-06-01 14:10:00,294.801,36.944,99684.833,296.940,299.529,310.884,
2004-06-01 14:15:00,294.875,37.102,99684.833,296.978,299.603,310.833,
2004-06-01 14:20:00,294.949,37.257,99684.833,297.013,299.666,310.782,
2004-06-01 14:25:00,295.019,37.404,99684.833,297.048,299.728,310.730,
2004-06-01 14:30:00,295.083,37.537,99684.833,297.079,299.782,310.625,
2004-06-01 14:35:00,295.140,37.656,99684.833,297.043,300.305,310.876,
2004-06-01 14:40:00,295.199,37.777,99684.833,297.090,300.664,311.101,
2004-06-01 14:45:00,295.247,37.877,99684.833,297.134,301.020,311.315,
2004-06-01 14:50:00,295.291,37.967,99684.833,297.094,301.634,311.594,
2004-06-01 14:55:00,295.334,38.054,99684.833,297.143,302.025,311.848,
2004-06-01 15:00:00,295.368,38.125,99684.833,297.152,302.549,312.090,
2004-06-01 15:05:00,295.408,37.962,99687.833,297.182,302.789,312.256,
2004-06-01 15:10:00,295.274,37.688,99687.833,297.090,303.143,312.427,
2004-06-01 15:15:00,295.247,37.633,99687.833,297.147,303.118,312.597,
2004-06-01 15:20:00,295.123,37.376,99687.833,297.127,303.152,312.731,
2004-06-01 15:25:00,294.986,37.092,99687.833,297.102,303.285,312.848,
2004-06-01 15:30:00,294.860,36.828,99687.833,297.073,303.478,312.934,
2004-06-01 15:35:00,294.751,36.597,99687.833,297.021,303.498,312.754,
2004-06-01 15:40:00,294.657,36.394,99687.833,296.964,303.506,312.576,
2004-06-01 15:45:00,294.578,36.227,99687.833,296.894,303.552,312.403,
2004-06-01 15:50:00,294.514,36.089,99687.833,296.835,303.540,312.137,
2004-06-01 15:55:00,294.461,35.974,99687.833,296.778,303.528,311.874,
2004-06-01 16:00:00,294.417,35.879,99687.833,296.720,303.384,311.614,
2004-06-01 16:05:00,294.382,35.994,99699.333,296.681,303.264,311.610,
2004-06-01 16:10:00,294.477,36.199,99699.333,296.678,303.145,311.585,
2004-06-01 16:15:00,294.394,36.021,99699.333,296.624,303.162,311.505,
2004-06-01 16:20:00,294.347,35.918,99699.333,296.583,303.185,311.431,
2004-06-01 16:25:00,294.300,35.814,99699.333,296.542,303.206,311.353,
2004-06-01 16:30:00,294.255,35.716,99699.333,296.499,303.238,311.299,
2004-06-01 16:35:00,294.216,35.630,99699.333,296.459,303.199,311.162,
2004-06-01 16:40:00,294.180,35.552,99699.333,296.420,303.159,311.026,
2004-06-01 16:45:00,294.150,35.483,99699.333,296.382,303.119,310.892,
2004-06-01 16:50:00,294.123,35.424,99699.333,296.346,303.069,310.742,
2004-06-01 16:55:00,294.099,35.372,99699.333,296.310,302.965,310.580,
2004-06-01 17:00:00,294.078,35.325,99699.333,296.276,302.771,310.419,
2004-06-01 17:05:00,294.058,71.176,99732.000,296.239,302.565,310.220,
2004-06-01 17:10:00,294.135,71.518,99732.000,296.229,302.358,310.021,
2004-06-01 17:15:00,294.067,35.608,99732.000,296.181,302.120,309.789,
2004-06-01 17:20:00,293.948,35.343,99732.000,296.121,301.852,309.547,
2004-06-01 17:25:00,293.889,35.208,99732.000,296.090,301.582,309.321,
2004-06-01 17:30:00,293.810,35.029,99732.000,296.037,301.320,309.063,
2004-06-01 17:35:00,293.737,34.862,99732.000,295.963,300.969,308.618,
2004-06-01 17:40:00,293.664,34.695,99732.000,295.885,300.686,308.185,
2004-06-01 17:45:00,293.597,34.548,99732.000,295.810,300.418,307.767,
2004-06-01 17:50:00,293.536,34.411,99732.000,295.731,300.148,307.286,
2004-06-01 17:55:00,293.479,34.285,99732.000,295.655,299.882,306.820,
2004-06-01 18:00:00,293.428,34.169,99732.000,295.610,299.565,306.370,
2004-06-01 18:05:00,293.376,33.853,99783.500,295.537,299.319,305.972,
2004-06-01 18:10:00,293.329,33.746,99783.500,295.469,299.071,305.538,
2004-06-01 18:15:00,293.303,33.687,99783.500,295.431,298.790,305.124,
2004-06-01 18:20:00,293.268,33.607,99783.500,295.370,298.550,304.715,
2004-06-01 18:25:00,293.228,33.516,99783.500,295.328,298.277,304.321,
2004-06-01 18:30:00,293.184,33.414,99783.500,295.282,298.016,303.933,
2004-06-01 18:35:00,293.137,33.305,99783.500,295.227,297.869,303.665,
2004-06-01 18:40:00,293.090,33.194,99783.500,295.172,297.730,303.393,
2004-06-01 18:45:00,293.041,33.078,99783.500,295.116,297.588,303.118,
2004-06-01 18:50:00,292.990,32.959,99783.500,295.059,297.466,302.879,
2004-06-01 18:55:00,292.939,32.838,99783.500,295.003,297.343,302.637,
2004-06-01 19:00:00,292.888,32.715,99783.500,294.945,297.234,302.392,
2004-06-01 19:05:00,292.837,30.504,99821.333,297.112,294.883,302.107,
2004-06-01 19:10:00,292.771,30.347,99821.333,296.995,294.815,301.847,
2004-06-01 19:15:00,292.743,30.279,99821.333,296.886,294.756,301.591,
2004-06-01 19:20:00,292.711,30.202,99821.333,296.781,294.694,301.333,
2004-06-01 19:25:00,292.680,30.126,99821.333,296.675,294.632,301.074,
2004-06-01 19:30:00,292.649,30.050,99821.333,296.575,294.568,300.818,
2004-06-01 19:35:00,292.619,29.977,99821.333,296.489,294.518,300.608,
2004-06-01 19:40:00,292.590,29.905,99821.333,296.410,294.469,300.396,
2004-06-01 19:45:00,292.562,29.835,99821.333,296.330,294.420,300.183,
2004-06-01 19:50:00,292.534,29.765,99821.333,296.208,294.400,299.988,
2004-06-01 19:55:00,292.506,29.697,99821.333,296.133,294.354,299.792,
2004-06-01 20:00:00,292.461,29.584,99821.333,296.054,294.310,299.592,
2004-06-01 20:05:00,292.422,28.290,99873.833,295.992,294.218,299.282,
2004-06-01 20:10:00,292.389,28.209,99873.833,295.887,294.150,298.982,
2004-06-01 20:15:00,292.119,27.527,99873.833,295.737,294.036,298.651,
2004-06-01 20:20:00,291.992,27.199,99873.833,295.604,293.940,298.341,
2004-06-01 20:25:00,291.917,27.004,99873.833,295.481,293.856,298.040,
2004-06-01 20:30:00,291.859,26.853,99873.833,295.357,293.771,297.711,
2004-06-01 20:35:00,291.810,26.723,99873.833,295.240,293.693,297.400,
2004-06-01 20:40:00,291.767,26.608,99873.833,295.131,293.624,297.119,
2004-06-01 20:45:00,291.728,26.504,99873.833,295.024,293.555,296.841,
2004-06-01 20:50:00,291.693,26.409,99873.833,294.921,293.491,296.564,
2004-06-01 20:55:00,291.661,26.322,99873.833,294.820,293.428,296.290,
2004-06-01 21:00:00,291.631,26.241,99873.833,294.722,293.367,296.020,
2004-06-01 21:05:00,291.580,0.000,99930.833,294.658,293.319,295.831,
2004-06-01 21:10:00,291.505,0.000,99930.833,294.595,293.268,295.652,
2004-06-01 21:15:00,291.570,0.000,99930.833,294.563,293.249,295.495,
2004-06-01 21:20:00,291.567,0.000,99930.833,294.526,293.220,295.323,
2004-06-01 21:25:00,291.548,0.000,99930.833,294.486,293.188,295.147,
2004-06-01 21:30:00,291.524,0.000,99930.833,294.452,293.160,295.006,
2004-06-01 21:35:00,291.502,0.000,99930.833,294.418,293.131,294.864,
2004-06-01 21:40:00,291.482,0.000,99930.833,294.390,293.106,294.720,
2004-06-01 21:45:00,291.464,0.000,99930.833,294.362,293.081,294.574,
2004-06-01 21:50:00,291.447,0.000,99930.833,294.340,293.060,294.449,
2004-06-01 21:55:00,291.430,0.000,99930.833,294.317,293.038,294.323,
2004-06-01 22:00:00,291.415,0.000,99930.833,294.298,293.019,294.195,
2004-06-01 22:05:00,291.394,0.000,99998.717,294.242,292.985,294.059,
2004-06-01 22:10:00,291.343,0.000,99998.717,294.179,292.946,293.936,
2004-06-01 22:15:00,290.943,0.000,99998.717,294.046,292.836,293.765,
2004-06-01 22:20:00,290.696,0.000,99998.717,293.926,292.743,293.612,
2004-06-01 22:25:00,290.540,0.000,99998.717,293.823,292.667,293.471,
2004-06-01 22:30:00,290.422,0.000,99998.717,293.718,292.592,293.335,
2004-06-01 22:35:00,290.328,0.000,99998.717,293.617,292.522,293.204,
2004-06-01 22:40:00,290.249,0.000,99998.717,293.517,292.454,293.076,
2004-06-01 22:45:00,290.182,0.000,99998.717,293.420,292.389,292.952,
2004-06-01 22:50:00,290.123,0.000,99998.717,293.324,292.326,292.840,
2004-06-01 22:55:00,290.069,0.000,99998.717,293.231,292.265,292.729,
2004-06-01 23:00:00,290.021,0.000,99998.717,293.139,292.207,292.621,
2004-06-01 23:05:00,289.977,0.000,100021.167,293.071,292.157,292.513,
2004-06-01 23:10:00,289.937,0.000,100021.167,293.008,292.111,292.417,
2004-06-01 23:15:00,289.760,0.000,100021.167,292.909,292.031,292.290,
2004-06-01 23:20:00,289.644,0.000,100021.167,292.827,291.964,292.176,
2004-06-01 23:25:00,289.563,0.000,100021.167,292.754,291.906,292.070,
2004-06-01 23:30:00,289.499,0.000,100021.167,292.686,291.852,291.972,
2004-06-01 23:35:00,289.445,0.000,100021.167,292.621,291.800,291.876,
2004-06-01 23:40:00,289.398,0.000,100021.167,292.561,291.753,291.781,
2004-06-01 23:45:00,289.357,0.000,100021.167,292.503,291.706,291.688,
2004-06-01 23:50:00,289.320,0.000,100021.167,292.448,291.662,291.603,
2004-06-01 23:55:00,289.286,0.000,100021.167,292.394,291.620,291.520,
2004-06-02 00:00:00,289.254,0.000,100021.167,292.344,291.580,291.437,
2004-06-02 00:05:00,289.226,0.000,100033.667,292.308,291.544,291.337,
2004-06-02 00:10:00,289.214,0.000,100033.667,292.279,291.515,291.246,
2004-06-02 00:15:00,289.250,0.000,100033.667,292.262,291.497,291.163,
2004-06-02 00:20:00,289.239,0.000,100033.667,292.241,291.472,291.070,
2004-06-02 00:25:00,289.220,0.000,100033.667,292.217,291.446,290.974,
2004-06-02 00:30:00,289.201,0.000,100033.667,292.198,291.422,290.878,
2004-06-02 00:35:00,289.184,0.000,100033.667,292.178,291.398,290.781,
2004-06-02 00:40:00,289.169,0.000,100033.667,292.163,291.376,290.684,
2004-06-02 00:45:00,289.155,0.000,100033.667,292.147,291.355,290.585,
2004-06-02 00:50:00,289.142,0.000,100033.667,292.135,291.335,290.484,
2004-06-02 00:55:00,289.131,0.000,100033.667,292.122,291.316,290.382,
2004-06-02 01:00:00,289.120,0.000,100033.667,292.113,291.298,290.279,
2004-06-02 01:05:00,289.109,0.000,100047.167,292.091,291.277,290.205,
2004-06-02 01:10:00,289.099,0.000,100047.167,292.070,291.257,290.133,
2004-06-02 01:15:00,289.011,0.000,100047.167,292.033,291.220,290.048,
2004-06-02 01:20:00,288.919,0.000,100047.167,291.993,291.181,289.963,
2004-06-02 01:25:00,288.855,0.000,100047.167,291.958,291.148,289.882,
2004-06-02 01:30:00,288.805,0.000,100047.167,291.924,291.115,289.810,
2004-06-02 01:35:00,288.764,0.000,100047.167,291.891,291.084,289.740,
2004-06-02 01:40:00,288.728,0.000,100047.167,291.859,291.055,289.670,
2004-06-02 01:45:00,288.697,0.000,100047.167,291.828,291.026,289.601,
2004-06-02 01:50:00,288.670,0.000,100047.167,291.798,290.998,289.539,
2004-06-02 01:55:00,288.645,0.000,100047.167,291.768,290.972,289.477,
2004-06-02 02:00:00,288.623,0.000,100047.167,291.740,290.946,289.416,
2004-06-02 02:05:00,288.603,0.000,100032.833,291.695,290.912,289.360,
2004-06-02 02:10:00,288.569,0.000,100032.833,291.647,290.875,289.310,
2004-06-02 02:15:00,288.371,0.000,100032.833,291.563,290.803,289.231,
2004-06-02 02:20:00,288.277,0.000,100032.833,291.493,290.747,289.169,
2004-06-02 02:25:00,288.217,0.000,100032.833,291.430,290.698,289.114,
2004-06-02 02:30:00,288.172,0.000,100032.833,291.367,290.651,289.062,
2004-06-02 02:35:00,288.133,0.000,100032.833,291.305,290.605,289.012,
2004-06-02 02:40:00,288.100,0.000,100032.833,291.244,290.560,288.964,
2004-06-02 02:45:00,288.070,0.000,100032.833,291.185,290.516,288.916,
2004-06-02 02:50:00,288.043,0.000,100032.833,291.125,290.474,288.875,
2004-06-02 02:55:00,288.018,0.000,100032.833,291.067,290.432,288.835,
2004-06-02 03:00:00,287.995,0.000,100032.833,291.009,290.391,288.796,
2004-06-02 03:05:00,287.974,0.000,100042.667,290.990,290.369,288.745,
2004-06-02 03:10:00,287.965,0.000,100042.667,290.979,290.353,288.701,
2004-06-02 03:15:00,288.052,0.000,100042.667,290.990,290.358,288.675,
2004-06-02 03:20:00,288.046,0.000,100042.667,290.990,290.350,288.629,
2004-06-02 03:25:00,288.012,0.000,100042.667,290.984,290.336,288.577,
2004-06-02 03:30:00,287.976,0.000,100042.667,290.983,290.324,288.526,
2004-06-02 03:35:00,287.943,0.000,100042.667,290.983,290.314,288.476,
2004-06-02 03:40:00,287.911,0.000,100042.667,290.987,290.305,288.425,
2004-06-02 03:45:00,287.883,0.000,100042.667,290.992,290.299,288.375,
2004-06-02 03:50:00,287.858,0.000,100042.667,291.002,290.295,288.322,
2004-06-02 03:55:00,287.837,0.000,100042.667,291.013,290.293,288.268,
2004-06-02 04:00:00,287.817,0.000,100042.667,291.027,290.294,288.214,
2004-06-02 04:05:00,287.798,0.000,100061.167,291.016,290.279,288.167,
2004-06-02 04:10:00,287.781,0.000,100061.167,291.006,290.265,288.119,
2004-06-02 04:15:00,287.749,0.000,100061.167,290.992,290.248,288.070,
2004-06-02 04:20:00,287.720,0.000,100061.167,290.976,290.229,288.021,
2004-06-02 04:25:00,287.695,0.000,100061.167,290.961,290.212,287.972,
2004-06-02 04:30:00,287.669,0.000,100061.167,290.944,290.193,287.924,
2004-06-02 04:35:00,287.647,0.000,100061.167,290.927,290.175,287.877,
2004-06-02 04:40:00,287.626,0.000,100061.167,290.909,290.156,287.831,
2004-06-02 04:45:00,287.607,0.000,100061.167,290.892,290.138,287.784,
2004-06-02 04:50:00,287.589,0.000,100061.167,290.874,290.120,287.739,
2004-06-02 04:55:00,287.572,0.000,100061.167,290.856,290.101,287.693,
2004-06-02 05:00:00,287.556,0.000,100061.167,290.838,290.083,287.648,
2004-06-02 05:05:00,287.551,17.995,100087.667,290.812,290.060,287.598,
2004-06-02 05:10:00,287.566,18.110,100087.667,290.788,290.040,287.552,
2004-06-02 05:15:00,287.526,17.801,100087.667,290.754,290.010,287.499,
2004-06-02 05:20:00,287.497,8.787,100087.667,290.720,289.981,287.448,
2004-06-02 05:25:00,287.451,8.610,100087.667,290.683,289.948,287.394,
2004-06-02 05:30:00,287.428,8.520,100087.667,290.669,289.942,287.422,
2004-06-02 05:35:00,287.402,8.419,100087.667,290.650,289.929,287.429,
2004-06-02 05:40:00,287.378,8.326,100087.667,290.634,289.921,287.434,
