cur_datetime,UWG_canTemp_K, senWaste,
2004-06-01 14:50:00,294.973,3.453,
2004-06-01 14:55:00,295.008,3.453,
2004-06-01 15:00:00,295.038,3.958,
2004-06-01 15:05:00,295.072,3.958,
2004-06-01 15:10:00,295.067,3.958,
2004-06-01 15:15:00,295.015,3.958,
2004-06-01 15:20:00,294.893,3.958,
2004-06-01 15:25:00,294.759,3.958,
2004-06-01 15:30:00,294.632,3.958,
2004-06-01 15:35:00,294.520,3.958,
2004-06-01 15:40:00,294.425,3.958,
2004-06-01 15:45:00,294.347,3.958,
2004-06-01 15:50:00,294.282,3.958,
2004-06-01 15:55:00,294.229,3.958,
2004-06-01 16:00:00,294.185,4.632,
2004-06-01 16:05:00,294.155,4.632,
2004-06-01 16:10:00,294.162,4.632,
2004-06-01 16:15:00,294.122,4.632,
2004-06-01 16:20:00,294.073,4.632,
2004-06-01 16:25:00,294.025,4.632,
2004-06-01 16:30:00,293.980,4.632,
2004-06-01 16:35:00,293.940,4.632,
2004-06-01 16:40:00,293.904,4.632,
2004-06-01 16:45:00,293.873,4.632,
2004-06-01 16:50:00,293.846,4.632,
2004-06-01 16:55:00,293.822,4.632,
2004-06-01 17:00:00,293.801,6.148,
2004-06-01 17:05:00,293.789,6.148,
2004-06-01 17:10:00,293.774,6.148,
2004-06-01 17:15:00,293.736,6.148,
2004-06-01 17:20:00,293.674,6.148,
2004-06-01 17:25:00,293.605,6.148,
2004-06-01 17:30:00,293.533,6.148,
2004-06-01 17:35:00,293.463,6.148,
2004-06-01 17:40:00,293.396,6.148,
2004-06-01 17:45:00,293.333,6.148,
2004-06-01 17:50:00,293.275,6.148,
2004-06-01 17:55:00,293.223,6.148,
2004-06-01 18:00:00,293.175,7.243,
2004-06-01 18:05:00,293.133,7.243,
2004-06-01 18:10:00,293.083,7.243,
2004-06-01 18:15:00,293.068,7.243,
2004-06-01 18:20:00,293.034,7.243,
2004-06-01 18:25:00,292.997,7.243,
2004-06-01 18:30:00,292.957,7.243,
2004-06-01 18:35:00,292.913,7.243,
2004-06-01 18:40:00,292.868,7.243,
2004-06-01 18:45:00,292.820,7.243,
2004-06-01 18:50:00,292.772,7.243,
2004-06-01 18:55:00,292.723,7.243,
2004-06-01 19:00:00,292.674,6.906,
2004-06-01 19:05:00,292.625,6.906,
2004-06-01 19:10:00,292.562,6.906,
2004-06-01 19:15:00,292.437,6.906,
2004-06-01 19:20:00,292.335,6.906,
2004-06-01 19:25:00,292.273,6.906,
2004-06-01 19:30:00,292.233,6.906,
2004-06-01 19:35:00,292.202,6.906,
2004-06-01 19:40:00,292.177,6.906,
2004-06-01 19:45:00,292.154,6.906,
2004-06-01 19:50:00,292.133,6.906,
2004-06-01 19:55:00,292.114,6.906,
2004-06-01 20:00:00,292.095,6.317,
2004-06-01 20:05:00,292.069,6.317,
2004-06-01 20:10:00,292.041,6.317,
2004-06-01 20:15:00,291.840,6.317,
2004-06-01 20:20:00,291.721,6.317,
2004-06-01 20:25:00,291.641,6.317,
2004-06-01 20:30:00,291.579,6.317,
2004-06-01 20:35:00,291.529,6.317,
2004-06-01 20:40:00,291.486,6.317,
2004-06-01 20:45:00,291.448,6.317,
2004-06-01 20:50:00,291.414,6.317,
2004-06-01 20:55:00,291.384,6.317,
2004-06-01 21:00:00,291.356,5.137,
2004-06-01 21:05:00,291.296,5.137,
2004-06-01 21:10:00,291.296,5.137,
2004-06-01 21:15:00,291.296,5.137,
2004-06-01 21:20:00,291.281,5.137,
2004-06-01 21:25:00,291.252,5.137,
2004-06-01 21:30:00,291.224,5.137,
2004-06-01 21:35:00,291.198,5.137,
2004-06-01 21:40:00,291.177,5.137,
2004-06-01 21:45:00,291.157,5.137,
2004-06-01 21:50:00,291.139,5.137,
2004-06-01 21:55:00,291.122,5.137,
2004-06-01 22:00:00,291.106,4.464,
2004-06-01 22:05:00,291.074,4.464,
2004-06-01 22:10:00,290.969,4.464,
2004-06-01 22:15:00,290.664,4.464,
2004-06-01 22:20:00,290.448,4.464,
2004-06-01 22:25:00,290.307,4.464,
2004-06-01 22:30:00,290.194,4.464,
2004-06-01 22:35:00,290.103,4.464,
2004-06-01 22:40:00,290.025,4.464,
2004-06-01 22:45:00,289.960,4.464,
2004-06-01 22:50:00,289.901,4.464,
2004-06-01 22:55:00,289.849,4.464,
2004-06-01 23:00:00,289.802,2.442,
2004-06-01 23:05:00,289.752,2.442,
2004-06-01 23:10:00,289.711,2.442,
2004-06-01 23:15:00,289.534,2.442,
2004-06-01 23:20:00,289.418,2.442,
2004-06-01 23:25:00,289.341,2.442,
2004-06-01 23:30:00,289.277,2.442,
2004-06-01 23:35:00,289.223,2.442,
2004-06-01 23:40:00,289.176,2.442,
2004-06-01 23:45:00,289.136,2.442,
2004-06-01 23:50:00,289.098,2.442,
2004-06-01 23:55:00,289.064,2.442,
2004-06-02 00:00:00,289.034,0.674,
2004-06-02 00:05:00,289.000,0.674,
2004-06-02 00:10:00,289.024,0.674,
2004-06-02 00:15:00,289.016,0.674,
2004-06-02 00:20:00,288.996,0.674,
2004-06-02 00:25:00,288.969,0.674,
2004-06-02 00:30:00,288.947,0.674,
2004-06-02 00:35:00,288.928,0.674,
2004-06-02 00:40:00,288.912,0.674,
2004-06-02 00:45:00,288.897,0.674,
2004-06-02 00:50:00,288.884,0.674,
2004-06-02 00:55:00,288.872,0.674,
2004-06-02 01:00:00,288.861,0.337,
2004-06-02 01:05:00,288.848,0.337,
2004-06-02 01:10:00,288.838,0.337,
2004-06-02 01:15:00,288.751,0.337,
2004-06-02 01:20:00,288.659,0.337,
2004-06-02 01:25:00,288.594,0.337,
2004-06-02 01:30:00,288.545,0.337,
2004-06-02 01:35:00,288.504,0.337,
2004-06-02 01:40:00,288.468,0.337,
2004-06-02 01:45:00,288.437,0.337,
2004-06-02 01:50:00,288.410,0.337,
2004-06-02 01:55:00,288.385,0.337,
2004-06-02 02:00:00,288.363,0.084,
2004-06-02 02:05:00,288.341,0.084,
2004-06-02 02:10:00,288.249,0.084,
2004-06-02 02:15:00,288.105,0.084,
2004-06-02 02:20:00,288.028,0.084,
2004-06-02 02:25:00,287.974,0.084,
2004-06-02 02:30:00,287.931,0.084,
2004-06-02 02:35:00,287.893,0.084,
2004-06-02 02:40:00,287.860,0.084,
2004-06-02 02:45:00,287.830,0.084,
2004-06-02 02:50:00,287.804,0.084,
2004-06-02 02:55:00,287.780,0.084,
2004-06-02 03:00:00,287.757,0.084,
2004-06-02 03:05:00,287.737,0.084,
2004-06-02 03:10:00,287.775,0.084,
2004-06-02 03:15:00,287.782,0.084,
2004-06-02 03:20:00,287.752,0.084,
2004-06-02 03:25:00,287.706,0.084,
2004-06-02 03:30:00,287.664,0.084,
2004-06-02 03:35:00,287.628,0.084,
2004-06-02 03:40:00,287.593,0.084,
2004-06-02 03:45:00,287.564,0.084,
2004-06-02 03:50:00,287.537,0.084,
2004-06-02 03:55:00,287.513,0.084,
2004-06-02 04:00:00,287.492,0.337,
2004-06-02 04:05:00,287.473,0.337,
2004-06-02 04:10:00,287.455,0.337,
2004-06-02 04:15:00,287.422,0.337,
2004-06-02 04:20:00,287.392,0.337,
2004-06-02 04:25:00,287.364,0.337,
2004-06-02 04:30:00,287.338,0.337,
2004-06-02 04:35:00,287.314,0.337,
2004-06-02 04:40:00,287.292,0.337,
2004-06-02 04:45:00,287.273,0.337,
2004-06-02 04:50:00,287.254,0.337,
2004-06-02 04:55:00,287.236,0.337,
2004-06-02 05:00:00,287.220,2.274,
2004-06-02 05:05:00,287.226,2.274,
2004-06-02 05:10:00,287.214,2.274,
2004-06-02 05:15:00,287.210,2.274,
2004-06-02 05:20:00,287.217,2.274,
2004-06-02 05:25:00,287.221,2.274,
2004-06-02 05:30:00,287.219,2.274,
2004-06-02 05:35:00,287.215,2.274,
2004-06-02 05:40:00,287.208,2.274,
2004-06-02 05:45:00,287.200,2.274,
2004-06-02 05:50:00,287.192,2.274,
2004-06-02 05:55:00,287.185,2.274,
2004-06-02 06:00:00,287.177,7.917,
2004-06-02 06:05:00,287.206,7.917,
2004-06-02 06:10:00,287.214,7.917,
2004-06-02 06:15:00,287.183,7.917,
2004-06-02 06:20:00,287.152,7.917,
2004-06-02 06:25:00,287.152,7.917,
2004-06-02 06:30:00,287.160,7.917,
2004-06-02 06:35:00,287.172,7.917,
2004-06-02 06:40:00,287.184,7.917,
2004-06-02 06:45:00,287.197,7.917,
2004-06-02 06:50:00,287.208,7.917,
2004-06-02 06:55:00,287.219,7.917,
2004-06-02 07:00:00,287.228,8.422,
2004-06-02 07:05:00,287.250,8.422,
2004-06-02 07:10:00,287.271,8.422,
2004-06-02 07:15:00,287.325,8.422,
2004-06-02 07:20:00,287.380,8.422,
2004-06-02 07:25:00,287.472,8.422,
2004-06-02 07:30:00,287.567,8.422,
2004-06-02 07:35:00,287.657,8.422,
2004-06-02 07:40:00,287.739,8.422,
2004-06-02 07:45:00,287.813,8.422,
2004-06-02 07:50:00,287.877,8.422,
2004-06-02 07:55:00,287.935,8.422,
2004-06-02 08:00:00,287.985,8.085,
2004-06-02 08:05:00,288.026,8.085,
2004-06-02 08:10:00,288.037,8.085,
2004-06-02 08:15:00,288.122,8.085,
2004-06-02 08:20:00,288.206,8.085,
2004-06-02 08:25:00,288.287,8.085,
2004-06-02 08:30:00,288.358,8.085,
2004-06-02 08:35:00,288.420,8.085,
2004-06-02 08:40:00,288.473,8.085,
2004-06-02 08:45:00,288.518,8.085,
2004-06-02 08:50:00,288.556,8.085,
2004-06-02 08:55:00,288.589,8.085,
2004-06-02 09:00:00,288.616,7.075,
2004-06-02 09:05:00,288.626,7.075,
2004-06-02 09:10:00,288.627,7.075,
2004-06-02 09:15:00,288.696,7.075,
2004-06-02 09:20:00,288.770,7.075,
2004-06-02 09:25:00,288.841,7.075,
2004-06-02 09:30:00,288.905,7.075,
2004-06-02 09:35:00,288.958,7.075,
2004-06-02 09:40:00,289.003,7.075,
2004-06-02 09:45:00,289.040,7.075,
2004-06-02 09:50:00,289.072,7.075,
2004-06-02 09:55:00,289.098,7.075,
2004-06-02 10:00:00,289.119,6.401,
2004-06-02 10:05:00,289.137,6.401,
2004-06-02 10:10:00,289.166,6.401,
2004-06-02 10:15:00,289.223,6.401,
2004-06-02 10:20:00,289.291,6.401,
2004-06-02 10:25:00,289.375,6.401,
2004-06-02 10:30:00,289.454,6.401,
2004-06-02 10:35:00,289.525,6.401,
2004-06-02 10:40:00,289.587,6.401,
2004-06-02 10:45:00,289.641,6.401,
2004-06-02 10:50:00,289.687,6.401,
2004-06-02 10:55:00,289.727,6.401,
2004-06-02 11:00:00,289.761,5.137,
2004-06-02 11:05:00,289.788,5.137,
2004-06-02 11:10:00,289.738,5.137,
2004-06-02 11:15:00,289.887,5.137,
2004-06-02 11:20:00,290.081,5.137,
2004-06-02 11:25:00,290.284,5.137,
2004-06-02 11:30:00,290.466,5.137,
2004-06-02 11:35:00,290.619,5.137,
2004-06-02 11:40:00,290.747,5.137,
2004-06-02 11:45:00,290.852,5.137,
2004-06-02 11:50:00,290.938,5.137,
2004-06-02 11:55:00,291.008,5.137,
2004-06-02 12:00:00,291.065,4.464,
2004-06-02 12:05:00,291.112,4.464,
2004-06-02 12:10:00,291.153,4.464,
2004-06-02 12:15:00,291.238,4.464,
2004-06-02 12:20:00,291.347,4.464,
2004-06-02 12:25:00,291.454,4.464,
2004-06-02 12:30:00,291.548,4.464,
2004-06-02 12:35:00,291.628,4.464,
2004-06-02 12:40:00,291.693,4.464,
2004-06-02 12:45:00,291.747,4.464,
2004-06-02 12:50:00,291.791,4.464,
2004-06-02 12:55:00,291.827,4.464,
2004-06-02 13:00:00,291.857,3.958,
2004-06-02 13:05:00,291.880,3.958,
2004-06-02 13:10:00,291.900,3.958,
2004-06-02 13:15:00,292.009,3.958,
2004-06-02 13:20:00,292.170,3.958,
2004-06-02 13:25:00,292.336,3.958,
2004-06-02 13:30:00,292.483,3.958,
2004-06-02 13:35:00,292.608,3.958,
2004-06-02 13:40:00,292.712,3.958,
2004-06-02 13:45:00,292.797,3.958,
2004-06-02 13:50:00,292.867,3.958,
2004-06-02 13:55:00,292.924,3.958,
2004-06-02 14:00:00,292.971,3.453,
2004-06-02 14:05:00,293.012,3.453,
2004-06-02 14:10:00,293.057,3.453,
2004-06-02 14:15:00,293.104,3.453,
2004-06-02 14:20:00,293.158,3.453,
2004-06-02 14:25:00,293.206,3.453,
2004-06-02 14:30:00,293.247,3.453,
2004-06-02 14:35:00,293.281,3.453,
2004-06-02 14:40:00,293.309,3.453,
2004-06-02 14:45:00,293.332,3.453,
2004-06-02 14:50:00,293.351,3.453,
2004-06-02 14:55:00,293.366,3.453,
2004-06-02 15:00:00,293.379,3.958,
2004-06-02 15:05:00,293.394,3.958,
2004-06-02 15:10:00,293.452,3.958,
2004-06-02 15:15:00,293.450,3.958,
2004-06-02 15:20:00,293.425,3.958,
2004-06-02 15:25:00,293.401,3.958,
2004-06-02 15:30:00,293.376,3.958,
2004-06-02 15:35:00,293.353,3.958,
2004-06-02 15:40:00,293.332,3.958,
2004-06-02 15:45:00,293.313,3.958,
2004-06-02 15:50:00,293.297,3.958,
2004-06-02 15:55:00,293.282,3.958,
2004-06-02 16:00:00,293.269,4.632,
2004-06-02 16:05:00,293.267,4.632,
2004-06-02 16:10:00,293.221,4.632,
2004-06-02 16:15:00,293.238,4.632,
2004-06-02 16:20:00,293.265,4.632,
2004-06-02 16:25:00,293.298,4.632,
2004-06-02 16:30:00,293.331,4.632,
2004-06-02 16:35:00,293.360,4.632,
2004-06-02 16:40:00,293.385,4.632,
2004-06-02 16:45:00,293.406,4.632,
2004-06-02 16:50:00,293.424,4.632,
2004-06-02 16:55:00,293.439,4.632,
2004-06-02 17:00:00,293.451,6.148,
2004-06-02 17:05:00,293.466,6.148,
2004-06-02 17:10:00,293.500,6.148,
2004-06-02 17:15:00,293.488,6.148,
2004-06-02 17:20:00,293.456,6.148,
2004-06-02 17:25:00,293.415,6.148,
2004-06-02 17:30:00,293.371,6.148,
2004-06-02 17:35:00,293.328,6.148,
2004-06-02 17:40:00,293.288,6.148,
2004-06-02 17:45:00,293.252,6.148,
2004-06-02 17:50:00,293.220,6.148,
2004-06-02 17:55:00,293.191,6.148,
2004-06-02 18:00:00,293.165,13.663,
2004-06-02 18:05:00,293.153,12.652,
2004-06-02 18:10:00,293.122,13.345,
2004-06-02 18:15:00,293.104,14.173,
2004-06-02 18:20:00,293.070,14.739,
2004-06-02 18:25:00,293.027,15.142,
2004-06-02 18:30:00,292.978,15.439,
2004-06-02 18:35:00,292.926,15.671,
2004-06-02 18:40:00,292.874,15.866,
2004-06-02 18:45:00,292.821,16.189,
2004-06-02 18:50:00,292.770,16.525,
2004-06-02 18:55:00,292.721,16.864,
2004-06-02 19:00:00,292.673,21.525,
2004-06-02 19:05:00,292.636,19.783,
2004-06-02 19:10:00,292.574,19.922,
2004-06-02 19:15:00,292.562,20.743,
2004-06-02 19:20:00,292.546,21.484,
2004-06-02 19:25:00,292.528,22.188,
2004-06-02 19:30:00,292.509,22.856,
2004-06-02 19:35:00,292.489,23.497,
2004-06-02 19:40:00,292.468,24.100,
2004-06-02 19:45:00,292.446,24.369,
2004-06-02 19:50:00,292.423,24.641,
2004-06-02 19:55:00,292.400,24.930,
2004-06-02 20:00:00,292.377,23.212,
2004-06-02 20:05:00,292.341,21.413,
2004-06-02 20:10:00,292.303,21.505,
2004-06-02 20:15:00,292.220,20.909,
2004-06-02 20:20:00,292.110,19.905,
2004-06-02 20:25:00,292.007,18.990,
2004-06-02 20:30:00,291.924,18.359,
2004-06-02 20:35:00,291.859,17.984,
2004-06-02 20:40:00,291.806,17.793,
2004-06-02 20:45:00,291.762,17.729,
2004-06-02 20:50:00,291.723,17.754,
2004-06-02 20:55:00,291.689,17.849,
2004-06-02 21:00:00,291.658,5.137,
2004-06-02 21:05:00,291.559,5.137,
2004-06-02 21:10:00,291.519,5.137,
2004-06-02 21:15:00,291.442,5.137,
2004-06-02 21:20:00,291.382,5.137,
2004-06-02 21:25:00,291.331,5.137,
2004-06-02 21:30:00,291.286,5.137,
2004-06-02 21:35:00,291.245,5.137,
2004-06-02 21:40:00,291.207,5.137,
2004-06-02 21:45:00,291.172,5.137,
2004-06-02 21:50:00,291.139,5.137,
2004-06-02 21:55:00,291.108,5.137,
2004-06-02 22:00:00,291.078,4.464,
2004-06-02 22:05:00,291.031,4.464,
2004-06-02 22:10:00,291.005,4.464,
2004-06-02 22:15:00,290.950,4.464,
2004-06-02 22:20:00,290.899,4.464,
2004-06-02 22:25:00,290.853,4.464,
2004-06-02 22:30:00,290.810,4.464,
2004-06-02 22:35:00,290.771,4.464,
2004-06-02 22:40:00,290.734,4.464,
2004-06-02 22:45:00,290.699,4.464,
2004-06-02 22:50:00,290.666,4.464,
2004-06-02 22:55:00,290.635,4.464,
2004-06-02 23:00:00,290.605,2.442,
2004-06-02 23:05:00,290.563,2.442,
2004-06-02 23:10:00,290.537,2.442,
2004-06-02 23:15:00,290.491,2.442,
2004-06-02 23:20:00,290.447,2.442,
2004-06-02 23:25:00,290.408,2.442,
2004-06-02 23:30:00,290.371,2.442,
2004-06-02 23:35:00,290.336,2.442,
2004-06-02 23:40:00,290.303,2.442,
2004-06-02 23:45:00,290.272,2.442,
2004-06-02 23:50:00,290.243,2.442,
2004-06-02 23:55:00,290.214,2.442,
2004-06-03 00:00:00,290.186,0.674,
2004-06-03 00:05:00,290.150,0.674,
2004-06-03 00:10:00,290.127,0.674,
2004-06-03 00:15:00,290.067,0.674,
2004-06-03 00:20:00,289.968,0.674,
2004-06-03 00:25:00,289.917,0.674,
2004-06-03 00:30:00,289.876,0.674,
2004-06-03 00:35:00,289.842,0.674,
2004-06-03 00:40:00,289.811,0.674,
2004-06-03 00:45:00,289.780,0.674,
2004-06-03 00:50:00,289.750,0.674,
2004-06-03 00:55:00,289.720,0.674,
2004-06-03 01:00:00,289.692,0.337,
2004-06-03 01:05:00,289.662,0.337,
2004-06-03 01:10:00,289.635,0.337,
2004-06-03 01:15:00,289.580,0.337,
2004-06-03 01:20:00,289.532,0.337,
2004-06-03 01:25:00,289.492,0.337,
2004-06-03 01:30:00,289.455,0.337,
2004-06-03 01:35:00,289.421,0.337,
2004-06-03 01:40:00,289.388,0.337,
2004-06-03 01:45:00,289.356,0.337,
2004-06-03 01:50:00,289.325,0.337,
2004-06-03 01:55:00,289.294,0.337,
2004-06-03 02:00:00,289.264,0.084,
2004-06-03 02:05:00,289.234,0.084,
2004-06-03 02:10:00,289.206,0.084,
2004-06-03 02:15:00,289.244,0.084,
2004-06-03 02:20:00,289.260,0.084,
2004-06-03 02:25:00,289.253,0.084,
2004-06-03 02:30:00,289.235,0.084,
2004-06-03 02:35:00,289.214,0.084,
2004-06-03 02:40:00,289.193,0.084,
2004-06-03 02:45:00,289.171,0.084,
2004-06-03 02:50:00,289.150,0.084,
2004-06-03 02:55:00,289.129,0.084,
2004-06-03 03:00:00,289.109,0.084,
2004-06-03 03:05:00,289.089,0.084,
2004-06-03 03:10:00,289.070,0.084,
2004-06-03 03:15:00,288.857,0.084,
2004-06-03 03:20:00,288.735,0.084,
2004-06-03 03:25:00,288.654,0.084,
2004-06-03 03:30:00,288.588,0.084,
2004-06-03 03:35:00,288.528,0.084,
2004-06-03 03:40:00,288.470,0.084,
2004-06-03 03:45:00,288.412,0.084,
2004-06-03 03:50:00,288.358,0.084,
2004-06-03 03:55:00,288.306,0.084,
2004-06-03 04:00:00,288.257,0.337,
2004-06-03 04:05:00,288.212,0.337,
2004-06-03 04:10:00,288.165,0.337,
2004-06-03 04:15:00,288.164,0.337,
2004-06-03 04:20:00,288.151,0.337,
2004-06-03 04:25:00,288.127,0.337,
2004-06-03 04:30:00,288.102,0.337,
2004-06-03 04:35:00,288.078,0.337,
2004-06-03 04:40:00,288.055,0.337,
2004-06-03 04:45:00,288.032,0.337,
2004-06-03 04:50:00,288.009,0.337,
